ID,sentence,subjectivity,length,sentiment
29017,"At his Sacramento practice, Kenyon said, he sees patients from far northern parts of California, including Eureka, a five-hour drive from the state capital.",1,156,0
52731,"However, Witberg and Richter think the study also represents ""an important step toward this personalized and tailored approach to vaccination.""",1,143,1
116626,"By using the incubation time of the pathogen in question, as well as the time of return journey, you can determine which diseases are possible and which are not.",1,161,0
146363,"The researchers say the phenotypic clustering of patients with fulminant COVID-19-related myocarditis ""seems relevant"" for their management.",0.9,140,0
279970,"""This study will help guide critical care medicine physicians in their treatment of critically ill patients with COVID-19.""",0.9,123,1
184073,"And finally, some patients displayed opioid-restricting attitudes and behaviors that might reflect internalized stigma and a fear of addiction.",1,143,-1
25228,"Cognitive decline was significantly associated with KP metabolites, quinolinic acid, 3-hydroxyanthranilic acid, and kynurenine (P < .001).",0.875,138,0
156767,Yet physicians in healthcare centers face significant limitations when it comes to identifying and treating these patients.,0.875,123,-1
220830,"Some hospitals train their own staff, while others may be looking at expanding the ""scope of care"" for existing providers, like physician assistants.",1,149,0
40229,"In the United States, the only confirmed cases are in Alabama, where nine patients were admitted for severe hepatitis between October 2021 and February 2022.",1,157,0
109544,Soleymani said Garcia's persistence to get answers likely saved her from losing a finger.,1,89,1
264813,A street-outreach team from Tapestry Health Systems delivered what's becoming a routine warning.,0.85,96,0
204414,They noted that interactions of race and ethnicity and age by treatment group were not significant for reported satisfaction with breast outcomes.,0.875,146,0
64138,"There, Israel said she often sees doctors pushing inductions and cesarean sections that aren't medically necessary.",1,115,-1
116522,"In exploratory analyses, acetazolamide vs placebo, the RR for successful decongestion among patients who survived to discharge was increased at 1.27 (95% CI, 1.13 - 1.43).",0.95,171,0
208134,"GSK Chief Executive Emma Walmsley said in January the company is confident its RSV vaccine has ""multi-billion-pound Shingrix-like annual potential.""",0.916666667,148,1
130807,It should only be considered after a comprehensive discussion of the uncertain benefits and potentially severe procedure-related adverse events.,1,144,0
100744,"“It’s certainly far and away the largest study of its kind that’s ever been done, and it’s multinational,” she told Medscape.",0.95,125,1
2367,She noted that treatments that have been used but have not been successful include imiquimod.,0.95,93,0
187234,"""If lowering blood pressure improves outcomes, that improvement is fairly marginal, and there are trends that suggest that, in fact, it might be harmful,"" Mistry said.",0.9,167,-1
121885,There were no clinically relevant laboratory findings; 1 patient had a transient grade 1 liver enzyme elevation.,0.9,112,0
53387,"""One important question is what is the optimal duration of neoadjuvant treatment and can we individualize it?""",1,110,0
268319,"Jarrett describes herself as a super anxious person, her own worst critic, and a perfectionist.",0.916666667,95,-1
227495,The CDC confirmed that it began conducting wastewater testing for polio in August 2022.,1,87,0
270883,"However, this difference was not statistically significant in sensitivity analyses accounting for the time between vaccine exposure and the event.",0.875,146,0
175551,Even detailed residential histories don't necessarily provide the relevant exposure data that researchers would need to prove a probable environmental cause.,0.883333333,157,-1
238003,FPG change referred to the difference in levels measured at baseline and the final visit.,1,89,0
123327,"Also attractive, he offered, are prospects for the de-escalation of antiplatelet therapies that accompany factor XIa inhibitors.",1,128,1
236114,"The remainder of the eyes had only glaucoma surgery, which either consisted of either a trabeculectomy or implantation of a glaucoma drainage device (GDD).",1,155,0
84206,Only one complication required an emergency department visit: a case of febrile urinary tract infection leading to acute urinary retention.,0.95,139,-1
101064,"""So synthetic versions are the ideal solution for those with known allergies, but they are probably very expensive.""",0.955,116,-1
226919,"Sources  Connie Clotworthy, executive director and founder, Worthy Beyond Purpose, nonprofit organization, Los Angeles.",1,119,0
6205,Pediatric illness has been shown to have profound effects on parental well-being.,1,81,-1
222953,"The vast majority (97%) of neurologists reported they kept up with their bills during COVID, which is in contrast to a 2021 industry survey.",1,140,1
179290,"Uganda declared the Ebola outbreak in September, and the disease has claimed 30 lives so far with the number of confirmed cases rising to 109.",1,142,-1
96937,"Prescription stimulant use was associated with a modest 19% increased odds of drug-related overdose (odds ratio [OR], 1.19; 95% CI, 1.06 - 1.34) compared with nonuse.",0.9,166,0
172428,"In addition, semen cryopreservation was offered only to 25% of adolescent cancer patients.",1,90,0
73796,"McNaughton also experienced ""moon face,"" a side effect caused by the shifting of fat deposits that results in the face becoming puffy and rounder.",0.875,146,-1
280940,They caution that they did not model the potential reduction in diagnostic accuracy or potential harm to patients from withholding contrast.,1,140,-1
118162,"""Their only choice was to go after the insurance company and sue them or they have to go after the patient.",1,107,-1
237854,"Only about 10% of biopsies in the United States are performed transperineally, Allaway said.",1,92,0
182605,"""After careful evaluation, we have decided not to move forward with ORION-17,"" the Swiss drugmaker said in an emailed statement on Wednesday.",1,141,0
89589,"""Hopefully this kind of message can be the impetus to push those who haven't yet been screened to do so.""",0.9,105,0
285124,The team confirmed an antidepressant effect of psilocybin in 16 patients via reduced questionnaire scores from baseline.,1,120,0
213715,"Patients had to have a CD4 count >500 and CD4 nadir >350, and importantly, patients had to demonstrate sensitivity on DNA phenotyping to both bNAbs at baseline.",1,160,0
34445,"And, while this latest move is far from the finish line, it is an acknowledgment that COVID-19 is no longer the frightening killer it once was.",0.966666667,143,1
179859,"""The vast majority of drugs that Americans use are generics,"" said Rena Conti, associate professor at Boston University's business school.",1,138,0
250351,"“Youth clinics are often welcoming and inclusive, and they’re the kind of healthcare settings where you see the rainbow sticker on the door as you go in.",0.9,153,1
266848,"I wonder if there may be a bacterial pathogen after all,"" possibly Staphylococcus epidermidis, she added.",1,105,0
157762,"""I was happy to see that there was not a signal for Candida infection,"" she added.",1,82,1
186143,"Between June 2015 and December 2020, a total of 607 pediatric patients with a confirmed diagnosis of acute leukemia were enrolled in the study.",0.883333333,143,0
79337,"There have been rare cases of chondrosarcomas infiltrating into vessels and metastasizing, which can lead to thromboembolisms.",0.9,126,0
149487,"While not technically a sexually transmitted disease, it is sometimes transmitted sexually, especially between men.",0.916666667,115,0
159510,"But there's a potential for a ""knockout blow to COVID, a transmission-blocking vaccine"" from the intranasal approach, he said.",1,126,0
223944,"""The verbiage should include only your patients, not any patient who was treated in that hospital by someone else.",1,114,0
122977,"So far 11,990 Novavax vaccine doses have been administered in the United States, according to latest government data.",0.95,117,0
89481,"Headache frequency, measured as attacks per month, was significantly increased with age, depression, and generalized anxiety (all P < .001).",0.875,140,0
192625,"China's abrupt U-turn on COVID controls on Dec. 7, as well as the accuracy of its case and mortality data, have come under increasing scrutiny at home and abroad.",1,162,-1
85341,"The study emphasizes the importance of careful documentation of medications that the patient is taking at every clinical visit, he said.",1,136,0
80683,These include a possible bias toward hydrochlorothiazide — patients were selected who were already taking that drug and so would have already had a favorable response to it.,1,173,0
162009,"When he got home, Gin was afraid to tell his parents because he didn't want to worry them.",0.9,90,-1
128840,"Those are things that don't necessarily receive a lot of funding to make them happen, but they're super relevant for fall prevention,” said Frank.",0.855555556,146,-1
278617,"""They think that all these docs from far away are going to start taking care of patients they don't even know.",1,110,-1
4614,"""The results are amazing,"" said Arslanian in a press release issued by University of Pittsburgh.",0.9,96,1
174584,One ethnical conundrum about mitochondrial donation is that any child conceived this way would inherit modified DNA and pass that along to their own children.,1,158,0
86830,"The CDC's latest provisional data tallied 107,735 predicted deaths from opioids.",0.9,80,0
178447,Picot explained that the conditions in the ED are ideal for establishing that dissociative state.,1,97,0
142169,Possible Research Topics  Senescence not only occurs with age but also drives aging.,1,84,0
241812,"Updated training for health care professionals from the outset may also be key, and the lower rate of prescribing intent among resident physicians is reassuring, he said.",1,170,1
225931,"""That's something we all practice, because vitamin D deficiency has been linked not only with cognitive impairment but also mobility issues, muscle weakness, and falls.""",1,169,-1
80487,"""But the components — the sensor and the electronics — are the important thing and they could be part of a consumer product,"" he said.",1,134,0
60544,None of the 31 patients with sickle cell disease experienced severe vaso-occlusive crises.,0.9,90,0
56154,"""Cost sharing is an important barrier to screening, which contributes to racial, ethnic and socioeconomic inequities in colorectal cancer outcomes.",1,147,-1
726,Ferritin was the only biomarker that was reduced on both week 16 and week 52.,1,77,0
200612,"""It's really important that the person can hear you ― whether you use an amplifying device or they have hearing aids, that's critical,"" he said.",0.9,144,0
53053,"In contrast, there was absolutely nothing in the literature regarding how student athletes who sustain a concussion should RTL.",0.9,127,0
244778,"In terms of mortality, benefit fell by one absolute percentage point for each year of delay.",0.9,92,0
211777,"""So everyone is hoping that they can get boosters and ensure their own health,"" she said.",1,89,0
115475,"The increased contract labor expenses during this time rose from 2% of total labor expenses in 2019 to 11% in 2022, per the report.",0.85,131,0
77227,"Cold snare polypectomy (CSP) is superior to hot snare polypectomy (HSP) for colorectal polyps measuring 4-10 mm, a pragmatic randomized controlled trial confirms.",0.916666667,162,0
86745,"Google and Healthgrades have a series of policies against fake engagement, impersonation, misinformation, and misrepresentation, according to their websites.",1,157,0
105645,"The judgment, however, is not yet final, and individuals still have access to these preventive services.",1,104,0
191055,Edwards agreed that listening to people's concerns and respecting their questions are important.,1,96,0
33890,The investigators used a fivefold cross-validation of the training data to develop and select the optimal final model.,1,118,0
7427,"It's a kind of Pavlovian conditioning that would be easy to replicate, says Amores.",0.866666667,83,1
183573,"Fletcher's mother said that once her son is fully vaccinated, he can finally go bowling and visit the nearby children's museum.",1,127,1
195336,"At 1, 2, and 3 years of follow-up, the treated group showed no signs of psychotic, depressive, or cognitive deterioration (P = .10-.68).",1,136,0
97034,Women were twice as likely as men to report foregoing seeking additional care because of cost or coverage concerns.,1,115,-1
92384,"Among the physicians polled, 23% said they work often on vacation, followed by working sometimes (24%), rarely (21%), and never (only 12%).",0.95,139,0
248469,"""It's not as though once you've had one head injury, you've accrued all the damage you possibly can.",1,100,0
62133,"She found that, indeed, the only way to get her patient in to see the type of physician required was to send her by ambulance.",1,126,0
251867,"""Adherence to a healthier lifestyle could decrease the risk of thyroid cancer, which is the important message for clinicians,"" said Yang.",1,137,1
202639,"It would have been nice to demonstrate an effective measure here in this stroke population,"" Bösel said during his presentation.",0.9,128,0
71487,"""My dentist said he'd went to courses, seen the evidence, and he seemed very sure of himself, so I was sure of him,"" Hornblower said.",0.944444444,133,1
153120,"""WMHs are heterogeneous in origin, and it has been postulated that their location may be relevant to their etiology and clinical implications,"" the investigators note.",0.9,167,0
257954,"But screening is only part of the issue, said experts who evaluate what happens both before and after a person is checked for signs of cancer.",1,142,0
267681,"In all groups, there were no significant changes in disease severity scores during the tapering period.",0.875,103,0
232428,"Self-injury ""does not necessarily represent an attempted suicide,"" she added.",1,77,0
218604,"This is an important direction of ongoing research, according to Christie M. Ballantyne, MD, professor of medicine, Baylor College of Medicine, Houston.",1,152,0
75644,"""I hate seeing him like this,"" Botello said, his hands in his sweatshirt pocket, his own eyes glued to his son.",0.95,111,-1
282444,"As the scientific evidence continued to accumulate, two shifts occurred that Stern says represent Nowinski's greatest contributions.",1,132,1
153276,Imaging  Routine thyroid imaging is controversial for patients with congenital hypothyroidism.,0.95,94,0
209986,The focus on state-level differences provides a unique window into the huge variation in life expectancy by race/ethnicity across the United States.,0.95,148,1
199670,"Permission to be virtual would only be granted in ""exceptional circumstances and on a case-by-case basis,"" the conference site says.",1,132,0
151507,He was admitted to an intensive care unit with clinical suspicion of acute myocarditis.,0.9,87,-1
138342,"In July 2021, the Centers for Disease Control and Prevention reported a possible association between mRNA vaccines against SARS-CoV-2 and myocarditis and pericarditis.",1,167,0
160620,"“However, these differences are no longer significant when medication toxicity and comorbidity-related items are excluded.",0.875,122,0
154135,"HIV drug sales, driven by demand for higher-priced products, rose 7% to $4.2 billion.",0.95,85,0
141834,"Hutchinson said he was not surprised by the sex-based difference in short-term outcome trajectories, ""but I was surprised that it did not normalize over time.",0.9,158,0
196184,"""These provisions likely compensated for the loss in employer-sponsored insurance,"" the authors note.",1,101,0
191349,"He also notes that it is ""the biopsychosocial reaction to and management of stress that are likely associated with risk of developing dementia.""",1,144,0
278421,"Her advice for colleagues: ""Whether you believe in abortion or not is irrelevant; it's something you discuss with your patients.""",1,129,0
253164,"""We saw a lot of hospitals that just decided not to post files or make them difficult to find,"" she said.",1,105,-1
6892,"There was no significant interaction between MedDiet adherence defined by either score and polygenic risk for dementia, including APOE ε4.",0.875,138,0
58724,Regeneron and Sanofi also are investigating dupilumab for treating chronic inducible urticaria triggered by cold in a phase 3 study.,1,132,0
236292,Successful diet therapy requires that a doctor and nutritionist pay attention to the patient's chewing ability.,0.95,111,0
242518,"He hopes to develop nutritional interventions to encourage the growth of the motivating types of bacteria, the kind that make a person want to go for a 5-mile run.",0.9,163,1
248293,"(The patient's family member began humming the 1973 movie's creepy theme, ""Tubular Bells."")",1,91,0
265429,Others relay important information from hospital staffers to expectant families.,1,80,0
33780,Investigators note that these phase 3 trial findings are the final stage in the regulatory approval process.,1,108,0
159287,"""This parent was incredibly triggered ― screaming and making verbal threats.",0.9,76,-1
202851,Clinical trials and guidelines do not elaborate on how to switch therapies in real-world practice.,1,98,0
241494,"Burroughs' father, Frank, formed an organization that in 2003 sued the FDA to provide terminally ill patients access to unapproved drugs.",1,137,0
2426,Laboratory testing previously confirmed the presence of the bacterium P. aeruginosa in bottles of EzriCare products from patients with and without infections.,1,158,0
255227,"Unfortunately, this isn't the case here,"" Larry A. Allen, MD, University of Colorado, Aurora, told theheart.org | Medscape Cardiology.",1,134,-1
252938,"Jung, who was not involved in the study, disclosed no relevant conflicts of interest.",0.9,85,0
195964,Premature menopause was defined as having the final menstrual period before age 40 years.,1,89,0
229183,So clinicians still must weigh potential risks and benefits on a case-by-case basis.,1,84,0
126388,"“We need to consider the significant decrease in cardiovascular mortality, as we sort out the conundrum” of the increase in noncardiovascular deaths,” he said in an interview.",0.875,175,-1
138103,Crucial caveats were also glossed over by some companies when they translated research into promotional copy aimed at health care providers and patients.,1,153,-1
49409,"""Importantly, patients' goals, priorities, and preferences should be included when making treatment decisions.",1,110,0
142376,At no point in the follow-up was angiography-guided PCI associated with a significant increase or decrease in all-cause or CV mortality (Table 2).,0.875,146,0
29298,"""An enormous number of people died during the (1990s) famine after typhoid broke out.",0.9,85,-1
50479,"If we're going to be as effective as possible, it's going to have to be through an app-based system.""",0.9,101,0
98774,"Fietze: The causes are ultimately always genetic, although we still don't know them for all forms of sleep disorders.",1,117,0
85958,"And that said, the FDA will continue to track the latest data relevant to PrEP and blood donation to inform these recommendations,"" he noted.",0.9,141,0
132247,"This makes treatment difficult because the drug has already been absorbed,"" said Molina Cabañero.",0.95,97,-1
256204,"However, the authors found that there was a “significant interaction” between comorbidities and treatment in terms of infection-related hospitalizations.",0.875,153,0
287115,"Of those with cognitive impairment, 16% had DSI, compared with only about 2% of their peers without cognitive impairment.",1,121,0
7718,"… [T]here are a lot of issues in healthcare that have to be resolved, but if we don’t have clinicians it’s pretty tough to resolve them,” he said.",0.916666667,146,-1
37839,But a referral is not the only way to treat a patient with illness anxiety disorder.,1,84,0
172480,"When they finally met in person at the airport, Ro greeted her with a dozen roses and a balloon bouquet that flew away when he hugged her.",1,138,1
116406,"""It is possible that burnout can contribute to depression in some physicians.",1,77,-1
211585,"""It's an important piece of the puzzle, but we don't know how that fits together with everything else,"" says Hellmuth.",1,118,0
115562,He added that there are some doctors on blogs who tout successful investments.,0.95,78,0
18409,Genetically predicted vitamin D levels were estimated using 35 confirmed 25-(OH)D variants.,1,91,0
139589,"The researchers did not find any studies of the association between migraine and trauma, which Orr said was ""shocking.""",1,119,0
169576,"The ""important"" finding in this study ""should be conveyed to patients, as this may help improve screening adherence rates,"" Beri said.",1,134,1
206484,"Although nurse participants were followed till the end of the study, their data was deidentified, which meant that repeated analysis was not possible.",1,150,0
78747,"""Occupational factors should always be considered a possible contributor to COPD.",1,81,0
281241,He said currently only LVEF is used as a determinant of the need for an ICD.,1,76,0
75620,"When Staci Rodriguez brought her 9-month-old son into the ER in their hometown of Shelby Township, Michigan, she was desperate.",1,127,-1
145805,"Opinions vary on the topic of untitling, and ultimately each physician must make the decision for themselves.",1,109,0
266417,"But even bariatric surgery does not result in successful long-term weight loss for every patient, Stronach said.",0.95,112,-1
260608,"But the bottom line is, this is probably an important practice for us to be engaging in.",0.85,88,0
99347,"In IMpower 010, 1,269 patients completed adjuvant chemotherapy; 1,005 were randomized, and of the 507 assigned to the atezolizumab/chemo group, only 323 completed treatment.",1,173,0
43607,The researchers found the RESOLVE 12-week training course resulted in a statistically significant improvement in pain intensity at 18 weeks.,0.875,140,1
168555,"Containment bags are thought to limit the dissemination of potentially pathologic tissue, including unsuspected cancerous cells.",1,128,0
266614,"Ibrutinib is approved by the Food and Drug Administration only for refractory/relapsed cases, however.",1,102,0
259045,"""This important hypothesis-generating structured review builds a good evidence base.",0.866666667,84,1
184585,"""There's a silly feature that makes whoopee cushion sounds come from any seat.",0.875,78,0
168541,"Deaths from fentanyl, a synthetic opioid, rose to 71,238 in 2021 from 57,834 in 2020.",0.95,85,-1
91235,"Those nerve endings travel to the brain where they have been shown to modulate brain communication in areas important for mood and anxiety regulation, she said.",1,160,0
282806,"Satizabal noted that the hippocampus, a key region involved with memory, atrophies with the onset of dementia.",1,110,-1
217923,"Doctor and Patient Run Sixth LA Marathon Together    Everyone loves an underdog story, especially when that underdog goes on to be an absolute triumph.",0.95,151,1
247517,"Unfortunately, these tools remain ""fraught with challenges,"" Trasolini added.",1,77,-1
129561,"Her case isn't an outlier, ""but it is the sort of hoped-for ideal outcome, and not everyone is going to have that,"" Beer said.",1,126,1
6275,"The AAO estimated that, in July 2021 alone, 10,000 to 20,000 people covered by Aetna had their cataract surgery unnecessarily delayed.",0.9,134,-1
144439,Irregular Periods  Perimenopause precedes the menopause and is the result of significant hormone fluctuations.,0.875,110,0
222307,"The survey, conducted only months before the COVID-19 pandemic and with its share of limitations, still paints a picture that's not pretty.",1,139,-1
111348,"""She asked a bunch of questions — what medications I'm taking, if any, that kind of thing,"" Breton said.",0.9,104,0
88825,"Heymsfield, who did not participate in the study, said that it advances this important area of medicine.",1,104,1
217165,"Phase 2 studies have shown potential efficacy and safety at 0.25 mg/kg, but the real-world effectiveness and safety remain unclear in day-to-day practice.",1,154,0
180193,"With synthetic opioids, meth positivity rose from 0.1% in 2013 to 7.9% in 2020.",0.95,79,0
244863,"The only HIV vaccine nearing the completion of testing trials is not effective at preventing HIV, officials announced Wednesday.",0.9,128,-1
260607,"""We need evidence to not only demonstrate the potential clinical effectiveness of SBIRT, but also evidence to show the approach is cost-effective as well.",1,154,0
114332,"After pasteurization, the effects of this bacterium were not only preserved but were also enhanced.",1,99,0
232981,"""We saw no group differences, and importantly, no decline after 12 months,"" Baker reported.",1,91,0
82833,An Ongoing Battle With Stigma in Obesity  Goossens also emphasized the important role of tackling weight stigma in the fight against obesity.,1,141,0
252601,"Before removing a food from the diet, it's important to determine whether that food is causing the problem, he urged.",1,117,0
99465,"""The patient from Washington with confirmed 2019-nCoV infection returned to the United States from Wuhan on January 15, 2020,"" the CDC said in a news release at the time.",1,170,0
150846,"But he added: ""This would be challenging, as there is the issue of whether there would be equipoise to allow us to randomize to a placebo.""",1,139,-1
166892,"Omidi's GET THIN facilities took in some $41 million for the Lap-Band procedures, officials said.",0.85,97,0
157353,"In addition, creating all-encompassing quality measures for end-of-life care in children is incredibly challenging.",1,115,-1
120176,Treatment-related adverse events (AEs) were experienced by 39% to 42% of the TV-46000 groups and by 26% of the placebo group.,0.9,125,0
123469,"Tailoring the Transition  Transition interventions should be carefully tailored, timed, and integrated into the broader healthcare system, the authors write.",1,157,0
65106,A senior official with the Biden administration said the tests need to be saved for a potential increase in infections this fall.,1,129,-1
279852,The researchers hypothesized that TNFi would be superior to triple therapy for reducing vascular inflammation.,0.9,110,0
245228,"Key Results   At a median follow-up of 4 months, 14 of 17 patients (82%) had a hemostatic response, and hemoglobin decline slowed in the remaining three.",1,153,0
14173,How do we make sure that that innovation gets to the patient as quickly as possible?,0.944444444,84,0
200218,"However, ""in clinical practice, [it] would be important to tailor treatment in light of potential adverse effects and the preferences of the patient,"" they add.",0.9,160,0
61905,"It was our job to track everything and test every program very, very carefully.",1,79,0
280236,"Hospitals continued to operate on scaled-down schedules, meaning that only emergency care was being provided, a trade union statement said.",1,139,-1
92894,We're going to make sure that people who have concealed weapons have specified training.,0.888888889,88,0
283389,"Specifically, genetic sequencing from two samples from the ill infants didn't match the strains of cronobacter found in the Sturgis plant, the company said.",1,156,0
234265,"""And for methicillin-resistant Staphylococcus aureus (MRSA), 10 years ago we said we had 20%-25% resistance, but today it is significantly below 10%,"" said Eckmanns.",0.875,165,0
284197,"""What you've seen is an over performance ... both on Veklury, but also, I think, very importantly on our base business,"" Gilead Chief Executive Daniel O'Day told Reuters.",1,170,0
258029,"""You are now impacting some potential long-term complications by being vaccinated.""",1,83,-1
54982,"That 1986 law requires hospitals and physicians to provide screening and stabilizing treatment — including abortion, if necessary — in emergency situations.",1,156,0
216506,"She says the impact of prioritizing one's own desires, needs, and boundaries can transform how people view their sexuality.",1,123,0
263168,"""We do have a problem with vaccine uptake that is very serious in the United States.",0.866666667,84,-1
253412,A colonoscopy should be scheduled ideally within 30 days of seeing a physician.,1,79,0
157694,"Also, it is one of the rare studies on vaccines that deal with the effect of variants on vaccine efficacy.",0.9,106,0
155126,"We're not going to give you a pass on safety in these admittedly difficult times.""",1,82,-1
249180,"In some women, the vaccines cause swollen lymph nodes around the armpits, which could be misread as a possible sign of breast cancer on a mammogram.",1,148,-1
155710,The findings were confirmed when the researchers excluded infections experienced within 10 years before diagnosis of neurodegenerative disease.,0.95,143,0
116093,"The double-blind, parallel-group study included 196 corticosteroid-naive boys age 4-7 years with genetically confirmed DMD at 32 sites in five countries, including the US.",1,171,0
95634,And that I got to meet all those people and sort of just be proud of myself for making it as far as I did.,1,106,1
144587,That number is important because it represents the square root of 1% of the U.S. population.,1,92,0
225642,"And, 17 women did not know whether it was possible to reduce their breast cancer risk.",1,86,-1
127979,"""When we pass by a car accident or see a gruesome photo, our minds are compelled to attend to it and gather information,"" Scrivner says.",1,136,-1
134759,There was no significant difference in the frequency of adverse events between the two study groups.,0.875,100,0
156343,"""In these low-risk patients the durability of the valve is going to be critically important,"" Forrest commented.",1,112,0
255868,"They also reviewed WhatsApp messaging, video calls via WhatsApp, patient videos, and phone calls to see how final diagnoses were arrived at using these platforms.",1,162,0
131407,"He also said he wasn't sure about Nevada's capacity to support out-of-state patients, but providers were researching and preparing.",0.888888889,131,0
4610,"""I'm really not afraid of a 15-year-old with 107 kg losing 10%, 15%, 20%"" of their weight, he said.",0.9,99,0
200908,"Endoscopists using SKOUT (Iterative Scopes, Inc) detected 1.05 adenomas per colonoscopy, vs 0.83 for those who did not use the device, a statistically significant difference.",0.875,174,0
176028,All those signs point toward a potential shortage in a field that is already rife with discontent.,1,98,-1
194801,"Boulware's submission relied on data from three trials, especially a study of 1,497 non-hospitalized COVID patients in Brazil.",1,126,0
211234,"""This remained significant even after adjustment for a priori specified confounders including hospital propensity to image,"" the authors write.",0.875,143,0
211575,"""The downstream effect of having someone with Alzheimer's being taken care of by a family member can be devastating on everyone,"" she says.",1,139,-1
57399,"In the case of stroke, patients may often have important barriers that do not allow them to use apps at all, she said.",1,118,-1
190798,"For example, PCSK9 [inhibition] is known for its efficacy, but it is also very expensive,"" she said.",0.91,100,0
220959,"You May Not Be Sick — Just Aging  Like hearing and vision, our sense of smell gradually weakens over time.",0.857142857,106,-1
228748,"""The key message is if you see someone with clinical illness and they had a history of being in Uganda, that's where you want to concentrate your efforts,"" he said.",1,164,0
225851,"Sources:   NBC News: ""Incomplete data likely masks a rise in U.S. Covid cases as focus on infection counts fades,"" ""COVID Data Dashboard.""",1,138,-1
108189,"""The promise is, 'Hey just drink me, and you won't have to feel these uncomfortable feelings.'""",1,95,0
202445,There was no significant difference between the patient groups with respect to Marsh score at biopsy and tTG-IgA levels at screening.,0.875,133,0
58420,Key Takeaway   Esophagectomy for esophageal squamous cell carcinoma (ESCC) should be performed 6–8 weeks after the end of neoadjuvant chemotherapy.,1,147,0
29308,And he was angry because he himself now had monkeypox and couldn't find anyone to diagnose or treat him.,1,104,-1
213496,"Nevertheless, they report, it caught on and has been ""influential for decades and provides an important justification for the use of antidepressants.""",1,150,1
285959,The DAPT and ASA groups showed no significant difference in 30-day mortality (1.8% vs 1.4%; P = .437).,0.875,102,0
82874,"Adopting biologically based definitions of MS progression will be challenging to implement, the authors admit.",1,110,-1
120027,"The agency has notified prescribing providers that there is ""significant strain"" on the supply of amoxicillin in France.",0.875,120,-1
90646,"""The minute you enter the courthouse, jurors or potential jurors are sizing you up,"" says health law attorney Michael Clark of Womble Bond Dickinson (US) LLP based in Houston.",1,175,0
158688,"""But, I think we should be mindful to carefully plan vegetarian diets for children [who are] underweight.""",1,106,0
134140,"In the adjusted models, patients with type 2 diabetes had no significant difference from patients without diabetes for MACE, cardiovascular death, or all-cause death.",0.875,166,0
94060,"For example, he said, the guidelines call for the use of interprofessional teams of caregivers, which he said are ""pretty rare these days.""",0.95,139,0
145386,Halvorson cited the growth of high-deductible health insurance as a key driver of the debt crisis.,1,98,-1
2038,"Their development over time is often difficult to predict, and their determinants are not well understood, the authors explain.",1,127,-1
265140,"And in 2019, only 5% of the studies used sex as a variable for determining differences between the sexes, the study found.",1,122,0
161059,Key Results   The participant group with Parkinson's disease had lower balance ability and balance confidence.,1,110,0
96316,"""Our study makes transparent striking trends in brand name prescribing patterns,"" the study team writes.",1,104,0
269210,"The Globe and Mail: ""Montfort Hospital latest to temporarily close emergency department because of staff shortages.""",0.9,116,0
227978,"Susanne Astrab Fogger, DNP, CRNP, PMHNP-BC  “Managed care has made psychiatry a particularly challenging field, as visits are often time-driven.",1,144,-1
164741,"For brodalumab, across 20,871 total prescriptions, there was only one verifiable suicide.",0.875,89,0
226042,"Suppliers and distributors should check for signs of falsification and only distribute or sell medicines authorised for use, the WHO added.",1,139,0
262187,The study included only miscarriages reported through the healthcare system.,1,76,0
101412,"For sure, all those conditions should also be attended to in the emergency room and with follow-up treatment,"" Tamminga concluded.",0.888888889,130,0
49227,Blood from study volunteers underwent intensive investigation to assess their immune response during the acute infection phase and the rebound phase.,0.9,149,0
159922,"These dose-response associations were significant in distal colon and rectal cancers, though not for proximal colon cancer.""",0.875,124,0
268064,"""These preventative strategies could be particularly important for the homes of patients with cardiovascular or respiratory disease,"" he commented.",1,147,0
24546,"This is particularly significant because the patients did not receive any prophylactic steroids, Wykoff said.",0.875,109,0
56230,"Bill Lee confirmed he is not considering clemency for Vaught despite the Change.org petition, which had amassed about 187,000 signatures as of April 4.",1,151,0
119375,"If voters in seven states agree, and the study calculation is correct, the pharmaceutical industry is facing potential losses of $21 billion in sales after Nov. 8.",1,163,-1
96475,"Ohio State will no longer restrict patients to two designated guests, who could only stop by separately.",1,104,0
72670,"Reducing Stigma Can Save Lives  ""Referring parents to services for individuals who use drugs is key,"" Smith said.",1,113,0
56913,"""Guidelines in osteoarthritis report that is important to screen for comorbidities, but they give no indication on how to deal with the presence of multimorbidity,"" he added.",1,174,-1
143265,Results from the Canadian COVID-19 Antibody and Health Survey indicate that 14.8% of adults with a confirmed or suspected infection reported longer-term symptoms.,1,162,0
196205,"Each of the three P450 enzymes also correlated significantly with stage of disease on the Hoehn & Yahr scale, although severity and frequency of symptoms were not reported.",0.875,172,0
282942,"The Difficult Conversation  Every Sunday, Lewis feels the weight of the week ahead.",1,83,-1
191360,The benefit of endovascular therapy in the treatment of stroke caused by an occlusion of the basilar artery has finally been confirmed in the ATTENTION randomized trial.,1,169,0
89740,"Falcone, serving as a USACS board member and its operational president, helped spur the company's astounding growth.",1,116,1
153697,"""The vast majority of individuals with BPD do not have a transgender or gender-diverse identity, and TGD should not be equated with BPD,"" he said.",1,146,0
182027,"""I don't see any reason not to use it, unless the equipment is very expensive.""",0.91,79,0
62902,"However, it is important that persistent symptoms be absolutely followed up.",0.95,76,0
187453,The already-published phase 2b trial showed that 36 weeks of resmetirom improved liver fat content significantly and also correlated with significant resolution of NASH.,0.875,169,0
